進階班	1060729	1060806	32	其他	50	宜蘭縣	請洽辦理單位	國立宜蘭大學生物資源大樓	即日起	1060516	1060616	國立宜蘭大學生物資源大樓236室	國立宜蘭大學	吳家宜	03-9317783	piccialsn224@hotmail.com	宜蘭縣衛生局	衛食藥字第OOOOOOOOOOO號函			0	0	綜合測驗(筆試)	黃俊儒	1600	
持續教育	1060722	1060722	8		80	臺北市	請洽辦理單位	實踐大學	即日起	1060510	1060707	實踐大學創新育成中心官網	實踐大學	徐穎姿	(02) 6601-2498	scuic@g2.usc.edu.tw	臺北市衛生局	北市衛食藥字第10640347700號函			0	0	食品衛生管理法	台北市衛生局		
持續教育	1060722	1060722	8		80	臺北市	請洽辦理單位	實踐大學	即日起	1060510	1060707	實踐大學創新育成中心官網	實踐大學	徐穎姿	(02) 6601-2498	scuic@g2.usc.edu.tw	臺北市衛生局	北市衛食藥字第10640347700號函			0	0	GHP案例研討	安排中		
持續教育	1060722	1060722	8		80	臺北市	請洽辦理單位	實踐大學	即日起	1060510	1060707	實踐大學創新育成中心官網	實踐大學	徐穎姿	(02) 6601-2498	scuic@g2.usc.edu.tw	臺北市衛生局	北市衛食藥字第10640347700號函			0	0	食品中毒預防及案例分析	安排中		
持續教育	1060722	1060722	8		80	臺北市	請洽辦理單位	實踐大學	即日起	1060510	1060707	實踐大學創新育成中心官網	實踐大學	徐穎姿	(02) 6601-2498	scuic@g2.usc.edu.tw	臺北市衛生局	北市衛食藥字第10640347700號函			0	0	HACCP內部稽核	安排中		
進階班	1051210	1051218	32	其他	50	臺南市	請洽辦理單位	臺南市仁德區文華一街89號	依期間	1051201	1251217	新北市中和區中正路868號11樓	中華慈心健康安全醫事暨輻射防護發展協會	陳桂英	02-32344482	a2253478@ms64.hinet.net	臺南市衛生局	南市衛食藥字第1050187331號	1051125	課程資訊http：//www.chef.org.tw下載報名表或線上報名。1報名2繳費收據.基本資料傳真02-22260831並電話02-32344482確認，學生4500社會人士5000團體另有優惠	5200	5200	課程引導	本會人員	0830	
進階班	1051210	1051218	32	其他	50	臺南市	請洽辦理單位	臺南市仁德區文華一街89號	依期間	1051201	1251217	新北市中和區中正路868號11樓	中華慈心健康安全醫事暨輻射防護發展協會	陳桂英	02-32344482	a2253478@ms64.hinet.net	臺南市衛生局	南市衛食藥字第1050187331號	1051125	課程資訊http：//www.chef.org.tw下載報名表或線上報名。1報名2繳費收據.基本資料傳真02-22260831並電話02-32344482確認，學生4500社會人士5000團體另有優惠	5200	5200	ISO文件管制說明	莊培梃	0930	
進階班	1051210	1051218	32	其他	50	臺南市	請洽辦理單位	臺南市仁德區文華一街89號	依期間	1051201	1251217	新北市中和區中正路868號11樓	中華慈心健康安全醫事暨輻射防護發展協會	陳桂英	02-32344482	a2253478@ms64.hinet.net	臺南市衛生局	南市衛食藥字第1050187331號	1051125	課程資訊http：//www.chef.org.tw下載報名表或線上報名。1報名2繳費收據.基本資料傳真02-22260831並電話02-32344482確認，學生4500社會人士5000團體另有優惠	5200	5200	異常矯正措施	莊培梃	1030	
進階班	1051210	1051218	32	其他	50	臺南市	請洽辦理單位	臺南市仁德區文華一街89號	依期間	1051201	1251217	新北市中和區中正路868號11樓	中華慈心健康安全醫事暨輻射防護發展協會	陳桂英	02-32344482	a2253478@ms64.hinet.net	臺南市衛生局	南市衛食藥字第1050187331號	1051125	課程資訊http：//www.chef.org.tw下載報名表或線上報名。1報名2繳費收據.基本資料傳真02-22260831並電話02-32344482確認，學生4500社會人士5000團體另有優惠	5200	5200	產品製造（設計…. 物流）管制	莊培梃	1310	
進階班	1051210	1051218	32	其他	50	臺南市	請洽辦理單位	臺南市仁德區文華一街89號	依期間	1051201	1251217	新北市中和區中正路868號11樓	中華慈心健康安全醫事暨輻射防護發展協會	陳桂英	02-32344482	a2253478@ms64.hinet.net	臺南市衛生局	南市衛食藥字第1050187331號	1051125	課程資訊http：//www.chef.org.tw下載報名表或線上報名。1報名2繳費收據.基本資料傳真02-22260831並電話02-32344482確認，學生4500社會人士5000團體另有優惠	5200	5200	衛生標準操作程序-操作標準、訂定作業程序	趙育漳	0830	
